testDate,expression,movement,quality,benchmarkPct
5/8/2023,dynamic,sprint,max velocity,0.67
12/8/2023,isometric,sprint,max velocity,
21/08/2023,isometric,agility,rotate,
5/9/2023,dynamic,jump,pre-load,0.51
6/9/2023,dynamic,sprint,acceleration,0.3635
8/9/2023,dynamic,upper body,push,0.388
11/9/2023,dynamic,agility,deceleration,0.877
28/09/2023,isometric,sprint,acceleration,0.52
1/10/2023,isometric,agility,deceleration,1.0395
1/10/2023,dynamic,sprint,acceleration,0.4305
4/10/2023,dynamic,upper body,pull,0.871
7/10/2023,dynamic,sprint,acceleration,0.4305
15/10/2023,dynamic,sprint,acceleration,0.4305
25/10/2023,isometric,upper body,grapple,
30/10/2023,dynamic,sprint,max velocity,0.6475
6/11/2023,isometric,jump,pre-load,0.52
11/11/2023,dynamic,agility,acceleration,0.431
27/11/2023,dynamic,upper body,push,0.4305
28/11/2023,dynamic,jump,take off,0.631
1/12/2023,isometric,agility,rotate,
2/12/2023,isometric,upper body,push,0.67
5/12/2023,isometric,upper body,pull,
14/12/2023,dynamic,agility,deceleration,0.87
29/12/2023,dynamic,jump,land,0.674
30/12/2023,dynamic,sprint,max velocity,0.634
31/12/2023,dynamic,sprint,acceleration,0.426
4/1/2024,isometric,jump,pre-load,0.52
10/1/2024,dynamic,upper body,push,0.43
16/01/2024,isometric,agility,acceleration,0.52
17/01/2024,dynamic,jump,pre-load,0.498
29/01/2024,dynamic,agility,acceleration,0.4345
13/02/2024,dynamic,upper body,pull,0.89
14/02/2024,dynamic,jump,land,0.668
15/02/2024,dynamic,jump,pre-load,0.507
5/3/2024,dynamic,agility,acceleration,0.4445
7/3/2024,isometric,jump,take off,
20/03/2024,dynamic,upper body,pull,0.89
2/4/2024,dynamic,sprint,max velocity,0.628
26/04/2024,isometric,jump,pre-load,0.52
8/5/2024,dynamic,jump,land,0.664
8/5/2024,dynamic,jump,take off,0.6395
14/05/2024,dynamic,jump,pre-load,0.483
19/05/2024,isometric,agility,rotate,
20/05/2024,isometric,jump,pre-load,0.49
22/05/2024,dynamic,sprint,acceleration,0.43
6/6/2024,dynamic,jump,take off,0.62
16/06/2024,isometric,upper body,push,0.704
28/06/2024,isometric,jump,pre-load,0.49
15/07/2024,isometric,agility,acceleration,0.685
17/07/2024,isometric,agility,rotate,0.278
25/07/2024,dynamic,jump,take off,0.7245
29/07/2024,dynamic,sprint,acceleration,0.485
19/08/2024,isometric,agility,acceleration,0.7305
4/9/2024,isometric,upper body,push,0.945
18/09/2024,dynamic,jump,pre-load,0.52
23/09/2024,dynamic,jump,take off,0.7055
27/09/2024,isometric,jump,take off,0.426
5/10/2024,dynamic,upper body,push,0.494
12/10/2024,dynamic,sprint,max velocity,0.67
16/10/2024,dynamic,agility,acceleration,0.498
28/10/2024,isometric,sprint,acceleration,0.6935
8/11/2024,dynamic,jump,take off,0.69
25/11/2024,isometric,agility,acceleration,0.799
4/12/2024,isometric,agility,deceleration,0.8655
7/12/2024,dynamic,upper body,push,0.498
10/12/2024,isometric,upper body,grapple,0.681
18/12/2024,dynamic,sprint,acceleration,0.498
3/1/2025,dynamic,sprint,acceleration,0.498
11/1/2025,isometric,agility,rotate,0.6675
12/1/2025,dynamic,agility,deceleration,0.853
20/01/2025,isometric,agility,deceleration,0.955
28/01/2025,dynamic,sprint,acceleration,0.5
28/01/2025,isometric,sprint,acceleration,0.79
8/2/2025,dynamic,sprint,acceleration,0.495
9/2/2025,dynamic,upper body,push,0.495
21/02/2025,isometric,agility,deceleration,0.96
1/3/2025,isometric,agility,deceleration,0.96
6/3/2025,dynamic,agility,acceleration,0.495
9/3/2025,dynamic,jump,land,0.735
10/3/2025,dynamic,upper body,push,0.495
12/3/2025,isometric,sprint,max velocity,0.77
2/7/2023,isometric,upper body,pull,
25/07/2023,isometric,jump,take off,
31/07/2023,dynamic,sprint,max velocity,0.67
16/08/2023,dynamic,sprint,max velocity,0.67
10/9/2023,isometric,agility,acceleration,0.52
11/9/2023,dynamic,jump,pre-load,0.51
22/09/2023,isometric,agility,deceleration,1.0395
2/10/2023,isometric,jump,take off,
9/10/2023,isometric,agility,acceleration,0.52
17/10/2023,dynamic,sprint,acceleration,0.4305
23/10/2023,dynamic,agility,deceleration,0.871
3/11/2023,isometric,jump,pre-load,0.52
6/11/2023,dynamic,jump,land,0.69
13/11/2023,isometric,sprint,max velocity,
15/11/2023,isometric,upper body,pull,
29/11/2023,dynamic,sprint,max velocity,0.6475
5/12/2023,isometric,agility,deceleration,1.038
6/12/2023,dynamic,sprint,max velocity,0.6475
19/12/2023,isometric,agility,rotate,
29/12/2023,dynamic,agility,acceleration,0.426
2/1/2024,isometric,jump,take off,
2/1/2024,isometric,upper body,push,0.664
11/1/2024,isometric,upper body,pull,
14/01/2024,dynamic,agility,acceleration,0.43
16/01/2024,isometric,upper body,grapple,
16/01/2024,dynamic,sprint,acceleration,0.43
23/01/2024,dynamic,sprint,max velocity,0.646
25/01/2024,dynamic,sprint,acceleration,0.4345
27/01/2024,dynamic,agility,acceleration,0.4345
29/01/2024,dynamic,agility,deceleration,0.89
3/2/2024,isometric,upper body,push,0.772
5/2/2024,isometric,jump,pre-load,0.52
7/2/2024,isometric,sprint,max velocity,
10/2/2024,isometric,agility,rotate,
12/2/2024,isometric,sprint,max velocity,
12/3/2024,dynamic,sprint,acceleration,0.4445
17/03/2024,isometric,upper body,grapple,
23/03/2024,isometric,upper body,grapple,
6/4/2024,isometric,sprint,acceleration,0.52
7/4/2024,dynamic,jump,land,0.655
17/04/2024,isometric,sprint,acceleration,0.52
24/04/2024,dynamic,jump,land,0.664
28/04/2024,dynamic,agility,acceleration,0.43
3/5/2024,dynamic,upper body,push,0.43
4/5/2024,dynamic,jump,land,0.664
8/5/2024,isometric,upper body,pull,
10/5/2024,isometric,jump,pre-load,0.52
13/05/2024,isometric,jump,take off,
24/05/2024,dynamic,jump,take off,0.62
27/05/2024,isometric,jump,take off,
31/05/2024,dynamic,upper body,pull,0.876
5/6/2024,isometric,agility,acceleration,0.49
17/06/2024,dynamic,sprint,acceleration,0.43
20/06/2024,dynamic,upper body,push,0.43
25/06/2024,dynamic,agility,acceleration,0.436
3/7/2024,dynamic,upper body,push,0.43
9/7/2024,dynamic,agility,deceleration,0.8955
16/07/2024,isometric,upper body,grapple,0.278
16/07/2024,isometric,sprint,max velocity,0.768
3/8/2024,isometric,agility,deceleration,1.032
10/8/2024,dynamic,agility,acceleration,0.428
12/8/2024,isometric,upper body,pull,
16/08/2024,dynamic,upper body,pull,0.852
17/08/2024,dynamic,jump,land,0.652
19/08/2024,dynamic,agility,acceleration,0.428
19/08/2024,isometric,agility,rotate,0.384
24/08/2024,dynamic,sprint,max velocity,0.6795
3/9/2024,isometric,sprint,acceleration,0.729
6/9/2024,isometric,sprint,max velocity,0.698
7/9/2024,dynamic,upper body,pull,0.9
15/09/2024,dynamic,jump,take off,0.7185
20/09/2024,dynamic,upper body,push,0.494
28/09/2024,dynamic,upper body,push,0.494
1/10/2024,isometric,upper body,pull,
2/10/2024,isometric,upper body,pull,
10/10/2024,dynamic,agility,acceleration,0.498
25/10/2024,dynamic,agility,deceleration,0.88
3/11/2024,isometric,sprint,max velocity,0.68
6/11/2024,isometric,agility,acceleration,0.677
11/11/2024,isometric,jump,take off,0.39
1/12/2024,dynamic,agility,deceleration,0.856
3/12/2024,isometric,sprint,max velocity,0.685
5/12/2024,dynamic,jump,land,0.728
7/12/2024,isometric,agility,acceleration,0.796
11/12/2024,isometric,upper body,push,0.876
12/12/2024,isometric,agility,acceleration,0.796
13/12/2024,isometric,agility,deceleration,0.9155
6/1/2025,isometric,agility,acceleration,0.79
7/1/2025,dynamic,agility,acceleration,0.5
7/1/2025,isometric,sprint,acceleration,0.79
26/01/2025,dynamic,upper body,push,0.5
1/2/2025,isometric,upper body,pull,0.794
1/2/2025,isometric,agility,acceleration,0.79
1/2/2025,isometric,agility,deceleration,0.972
4/2/2025,isometric,agility,rotate,0.6445
7/2/2025,dynamic,sprint,acceleration,0.495
24/02/2025,dynamic,upper body,push,0.495
7/3/2025,isometric,jump,pre-load,0.787
8/3/2025,isometric,agility,rotate,0.627
15/07/2023,isometric,jump,land,
17/08/2023,isometric,upper body,grapple,
23/08/2023,dynamic,sprint,acceleration,0.412
27/08/2023,dynamic,sprint,acceleration,0.388
30/08/2023,isometric,jump,take off,
8/9/2023,isometric,jump,land,
12/9/2023,dynamic,agility,deceleration,0.877
20/09/2023,isometric,sprint,max velocity,
2/10/2023,isometric,jump,land,
4/10/2023,isometric,upper body,push,
4/10/2023,isometric,sprint,acceleration,0.52
19/10/2023,dynamic,sprint,acceleration,0.4305
25/10/2023,isometric,jump,pre-load,0.52
1/11/2023,dynamic,upper body,push,0.4305
7/11/2023,dynamic,agility,acceleration,0.43
14/11/2023,dynamic,upper body,push,0.43
18/11/2023,isometric,sprint,acceleration,0.52
1/12/2023,isometric,agility,deceleration,1.038
8/12/2023,isometric,sprint,max velocity,
21/12/2023,dynamic,upper body,push,0.43
30/12/2023,isometric,jump,land,
7/1/2024,isometric,jump,land,
9/1/2024,dynamic,agility,deceleration,0.882
12/1/2024,dynamic,upper body,push,0.43
24/01/2024,dynamic,sprint,acceleration,0.4345
29/01/2024,dynamic,jump,land,0.668
30/01/2024,isometric,jump,pre-load,0.52
12/2/2024,isometric,agility,deceleration,1.148
13/02/2024,dynamic,jump,take off,0.6225
14/02/2024,dynamic,agility,deceleration,0.89
15/02/2024,dynamic,agility,deceleration,0.89
17/02/2024,dynamic,jump,pre-load,0.476
10/3/2024,dynamic,jump,take off,0.64
25/03/2024,isometric,jump,pre-load,0.52
27/03/2024,dynamic,agility,deceleration,0.89
28/03/2024,dynamic,jump,take off,0.6525
28/03/2024,dynamic,agility,acceleration,0.4345
3/4/2024,isometric,agility,acceleration,0.52
12/4/2024,isometric,jump,land,
16/04/2024,dynamic,agility,deceleration,0.89
19/04/2024,isometric,jump,land,
29/04/2024,dynamic,jump,pre-load,0.521
7/5/2024,isometric,agility,acceleration,0.52
16/05/2024,dynamic,sprint,acceleration,0.43
25/05/2024,dynamic,agility,deceleration,0.876
28/05/2024,dynamic,upper body,push,0.43
31/05/2024,isometric,upper body,pull,
2/6/2024,isometric,agility,deceleration,1.1365
16/06/2024,dynamic,sprint,max velocity,0.625
19/06/2024,dynamic,upper body,push,0.43
24/06/2024,isometric,agility,acceleration,0.49
28/06/2024,isometric,jump,land,
8/7/2024,isometric,jump,take off,0.1
10/7/2024,dynamic,upper body,push,0.491
22/07/2024,dynamic,upper body,pull,0.855
4/8/2024,isometric,upper body,push,0.96
7/8/2024,dynamic,sprint,max velocity,0.6795
10/8/2024,isometric,agility,deceleration,1.0305
14/08/2024,dynamic,jump,pre-load,0.5095
31/08/2024,dynamic,upper body,pull,0.9
6/9/2024,isometric,sprint,acceleration,0.7275
8/9/2024,dynamic,upper body,pull,0.9
16/09/2024,isometric,agility,acceleration,0.7275
24/09/2024,isometric,agility,deceleration,0.86
3/10/2024,isometric,sprint,max velocity,0.6975
8/10/2024,isometric,upper body,pull,
10/10/2024,isometric,upper body,pull,
20/10/2024,dynamic,upper body,push,0.486
21/10/2024,dynamic,jump,pre-load,0.5375
21/10/2024,isometric,upper body,grapple,0.6595
4/11/2024,dynamic,jump,pre-load,0.57
6/11/2024,dynamic,agility,acceleration,0.486
9/11/2024,dynamic,agility,deceleration,0.88
16/12/2024,isometric,upper body,pull,0.46
19/12/2024,isometric,upper body,grapple,0.68
21/12/2024,dynamic,upper body,pull,0.876
31/12/2024,dynamic,agility,deceleration,0.856
3/1/2025,dynamic,jump,land,0.73
4/1/2025,dynamic,sprint,acceleration,0.498
9/1/2025,dynamic,jump,pre-load,0.474
13/01/2025,dynamic,agility,acceleration,0.5
17/01/2025,isometric,agility,deceleration,0.955
23/01/2025,isometric,jump,pre-load,0.7475
29/01/2025,dynamic,upper body,push,0.493
31/01/2025,isometric,upper body,pull,0.794
8/2/2025,dynamic,agility,acceleration,0.495
8/2/2025,dynamic,sprint,max velocity,0.6525
13/02/2025,isometric,agility,deceleration,0.958
21/02/2025,isometric,upper body,push,0.9555
22/02/2025,dynamic,agility,deceleration,0.87
27/02/2025,dynamic,sprint,max velocity,0.6495
4/7/2023,dynamic,agility,deceleration,0.87
7/7/2023,dynamic,jump,land,0.72
21/07/2023,dynamic,jump,pre-load,0.589
2/8/2023,isometric,jump,land,
10/8/2023,dynamic,agility,acceleration,0.358
10/8/2023,isometric,agility,rotate,
23/08/2023,isometric,upper body,grapple,
3/9/2023,isometric,sprint,max velocity,
6/9/2023,dynamic,jump,pre-load,0.51
7/9/2023,isometric,sprint,acceleration,0.52
9/9/2023,isometric,agility,acceleration,0.52
23/09/2023,isometric,jump,take off,
23/09/2023,dynamic,sprint,acceleration,0.4305
3/10/2023,dynamic,jump,pre-load,0.487
3/10/2023,isometric,agility,acceleration,0.52
7/10/2023,isometric,upper body,grapple,
8/10/2023,dynamic,upper body,pull,0.871
8/10/2023,isometric,sprint,acceleration,0.52
10/10/2023,dynamic,jump,land,0.6615
22/10/2023,isometric,agility,acceleration,0.52
24/10/2023,isometric,sprint,acceleration,0.52
6/11/2023,isometric,upper body,pull,
3/12/2023,dynamic,jump,pre-load,0.5185
15/12/2023,isometric,upper body,grapple,
18/12/2023,dynamic,jump,land,0.68
22/12/2023,dynamic,jump,pre-load,0.484
29/12/2023,dynamic,upper body,pull,0.87
29/12/2023,dynamic,sprint,acceleration,0.426
3/1/2024,dynamic,agility,deceleration,0.87
4/1/2024,dynamic,sprint,acceleration,0.426
11/1/2024,isometric,jump,land,
16/01/2024,dynamic,sprint,max velocity,0.598
18/01/2024,dynamic,upper body,pull,0.879
15/02/2024,dynamic,sprint,max velocity,0.637
17/02/2024,dynamic,sprint,max velocity,0.637
18/02/2024,isometric,sprint,acceleration,0.52
23/02/2024,isometric,upper body,pull,
24/02/2024,isometric,agility,rotate,
25/02/2024,isometric,sprint,max velocity,
8/3/2024,dynamic,sprint,max velocity,0.637
10/3/2024,dynamic,jump,land,0.668
14/03/2024,dynamic,agility,deceleration,0.89
17/03/2024,dynamic,upper body,push,0.4445
17/03/2024,isometric,agility,acceleration,0.52
25/03/2024,dynamic,upper body,pull,0.89
28/03/2024,dynamic,upper body,pull,0.89
29/03/2024,dynamic,upper body,pull,0.89
9/4/2024,isometric,jump,pre-load,0.52
10/4/2024,isometric,agility,deceleration,1.1365
11/4/2024,dynamic,upper body,push,0.433
22/04/2024,isometric,jump,take off,
24/04/2024,dynamic,sprint,acceleration,0.43
1/5/2024,isometric,jump,land,
7/5/2024,dynamic,upper body,pull,0.89
11/5/2024,isometric,sprint,max velocity,0.1995
12/5/2024,isometric,agility,deceleration,1.1365
20/05/2024,dynamic,agility,deceleration,0.876
23/05/2024,isometric,agility,acceleration,0.49
25/05/2024,isometric,sprint,acceleration,0.49
27/05/2024,dynamic,agility,acceleration,0.43
1/7/2024,isometric,agility,acceleration,0.46
2/7/2024,dynamic,jump,take off,0.64
5/7/2024,isometric,sprint,max velocity,0.34
9/7/2024,dynamic,jump,pre-load,0.521
16/07/2024,dynamic,jump,take off,0.695
20/07/2024,isometric,agility,rotate,0.278
25/07/2024,dynamic,upper body,push,0.485
25/07/2024,dynamic,sprint,max velocity,0.671
29/07/2024,dynamic,upper body,push,0.485
6/8/2024,dynamic,sprint,max velocity,0.6795
7/8/2024,isometric,jump,take off,0.372
24/08/2024,dynamic,upper body,push,0.428
4/9/2024,dynamic,jump,pre-load,0.505
6/9/2024,isometric,jump,take off,0.33
8/9/2024,isometric,sprint,acceleration,0.7275
11/9/2024,dynamic,jump,pre-load,0.505
13/09/2024,isometric,upper body,pull,
5/10/2024,isometric,agility,rotate,0.6625
6/10/2024,isometric,upper body,pull,
16/10/2024,isometric,jump,land,0.426
17/10/2024,isometric,jump,take off,0.426
19/10/2024,isometric,upper body,pull,
27/10/2024,isometric,upper body,push,0.936
2/11/2024,dynamic,upper body,push,0.486
19/11/2024,dynamic,agility,acceleration,0.47
21/11/2024,isometric,upper body,grapple,0.6795
2/12/2024,dynamic,agility,acceleration,0.498
15/12/2024,isometric,jump,land,0.4
5/1/2025,dynamic,sprint,acceleration,0.498
6/1/2025,dynamic,sprint,max velocity,0.67
10/1/2025,isometric,agility,acceleration,0.79
4/2/2025,dynamic,sprint,acceleration,0.4965
4/2/2025,isometric,sprint,max velocity,0.749
10/2/2025,dynamic,jump,land,0.735
11/2/2025,dynamic,agility,acceleration,0.495
18/02/2025,isometric,jump,take off,0.3955
29/07/2023,dynamic,sprint,max velocity,0.67
6/8/2023,isometric,agility,acceleration,
8/8/2023,dynamic,agility,deceleration,0.8525
8/8/2023,isometric,agility,rotate,
17/08/2023,dynamic,sprint,max velocity,0.67
26/08/2023,dynamic,upper body,push,0.388
6/9/2023,isometric,sprint,max velocity,
18/09/2023,dynamic,jump,take off,0.7
25/09/2023,isometric,agility,rotate,
25/09/2023,dynamic,sprint,acceleration,0.4305
29/09/2023,isometric,upper body,push,
30/09/2023,isometric,upper body,push,
2/10/2023,dynamic,jump,take off,0.711
3/10/2023,isometric,jump,take off,
7/10/2023,dynamic,agility,deceleration,0.871
9/10/2023,dynamic,sprint,max velocity,0.5705
12/10/2023,isometric,agility,rotate,
28/10/2023,dynamic,jump,land,0.6615
2/11/2023,dynamic,jump,take off,0.651
4/11/2023,dynamic,jump,land,0.69
4/11/2023,dynamic,agility,acceleration,0.4305
9/11/2023,isometric,sprint,max velocity,
15/11/2023,isometric,jump,pre-load,0.52
18/11/2023,dynamic,jump,land,0.69
30/11/2023,isometric,jump,land,
10/12/2023,dynamic,sprint,max velocity,0.6475
15/12/2023,dynamic,jump,take off,0.6355
23/12/2023,dynamic,jump,pre-load,0.484
26/12/2023,isometric,upper body,pull,
29/12/2023,isometric,upper body,grapple,
12/1/2024,isometric,jump,pre-load,0.52
13/01/2024,dynamic,agility,deceleration,0.879
15/01/2024,dynamic,agility,deceleration,0.879
21/01/2024,isometric,jump,land,
22/01/2024,isometric,agility,deceleration,1.138
8/2/2024,isometric,upper body,pull,
18/02/2024,dynamic,jump,land,0.668
26/02/2024,isometric,upper body,pull,
27/02/2024,isometric,sprint,max velocity,
11/3/2024,dynamic,agility,deceleration,0.89
23/03/2024,dynamic,sprint,max velocity,0.637
26/03/2024,dynamic,sprint,max velocity,0.637
5/4/2024,dynamic,agility,deceleration,0.89
10/4/2024,isometric,jump,pre-load,0.52
23/04/2024,dynamic,sprint,max velocity,0.628
25/04/2024,dynamic,sprint,acceleration,0.43
4/5/2024,dynamic,jump,take off,0.6395
4/5/2024,isometric,sprint,max velocity,0.1995
21/05/2024,isometric,agility,deceleration,1.1365
23/05/2024,isometric,sprint,max velocity,0.1995
2/6/2024,dynamic,agility,deceleration,0.876
4/6/2024,dynamic,jump,land,0.664
6/6/2024,dynamic,jump,land,0.664
6/6/2024,isometric,upper body,grapple,
8/6/2024,isometric,agility,deceleration,1.1365
18/06/2024,dynamic,upper body,push,0.43
19/06/2024,dynamic,sprint,acceleration,0.43
25/06/2024,isometric,agility,rotate,
26/06/2024,isometric,agility,rotate,
27/06/2024,isometric,sprint,acceleration,0.49
2/7/2024,isometric,upper body,push,0.704
7/7/2024,isometric,agility,acceleration,0.46
8/7/2024,isometric,agility,deceleration,1.135
12/7/2024,dynamic,agility,deceleration,0.894
20/07/2024,isometric,jump,land,0.3975
27/07/2024,isometric,upper body,push,0.892
29/07/2024,isometric,upper body,pull,
29/07/2024,dynamic,agility,acceleration,0.485
17/08/2024,dynamic,agility,acceleration,0.428
18/08/2024,isometric,agility,deceleration,0.928
24/08/2024,dynamic,jump,pre-load,0.4795
26/08/2024,isometric,jump,pre-load,0.7305
27/08/2024,dynamic,sprint,max velocity,0.6795
4/9/2024,isometric,jump,take off,0.33
11/9/2024,dynamic,agility,deceleration,0.9
16/09/2024,isometric,upper body,push,0.936
20/09/2024,dynamic,sprint,acceleration,0.494
23/09/2024,isometric,jump,pre-load,0.72
1/10/2024,dynamic,sprint,acceleration,0.494
4/10/2024,dynamic,upper body,push,0.494
5/10/2024,dynamic,upper body,pull,0.896
7/10/2024,dynamic,agility,acceleration,0.494
19/10/2024,isometric,jump,land,0.426
28/10/2024,isometric,agility,acceleration,0.6935
2/11/2024,isometric,jump,take off,0.39
3/11/2024,isometric,jump,pre-load,0.677
8/11/2024,isometric,upper body,push,0.936
23/11/2024,dynamic,jump,pre-load,0.57
7/12/2024,isometric,jump,pre-load,0.796
12/1/2025,isometric,upper body,pull,0.46
16/01/2025,isometric,upper body,pull,0.46
21/01/2025,isometric,upper body,pull,0.46
23/01/2025,isometric,agility,deceleration,0.952
27/01/2025,dynamic,upper body,pull,0.853
1/3/2025,dynamic,agility,acceleration,0.495
5/7/2023,isometric,agility,deceleration,1.025
6/7/2023,dynamic,upper body,push,0.32
6/7/2023,isometric,sprint,acceleration,
23/07/2023,dynamic,sprint,max velocity,0.67
24/07/2023,isometric,sprint,acceleration,
31/07/2023,dynamic,agility,acceleration,0.395
2/8/2023,isometric,jump,take off,
8/8/2023,dynamic,jump,land,0.69
12/8/2023,isometric,upper body,pull,
21/08/2023,dynamic,jump,take off,0.6945
25/08/2023,dynamic,upper body,pull,0.87
27/08/2023,dynamic,jump,take off,0.69
1/9/2023,isometric,jump,pre-load,0.52
11/9/2023,isometric,agility,deceleration,1.0395
20/09/2023,dynamic,upper body,push,0.4305
24/09/2023,dynamic,sprint,max velocity,0.5845
25/09/2023,isometric,upper body,pull,
29/09/2023,isometric,upper body,grapple,
15/10/2023,dynamic,jump,land,0.6615
26/10/2023,dynamic,agility,acceleration,0.4305
30/10/2023,dynamic,agility,deceleration,0.871
19/11/2023,isometric,upper body,push,0.67
20/11/2023,isometric,jump,take off,
2/12/2023,dynamic,jump,take off,0.631
4/12/2023,dynamic,agility,acceleration,0.43
5/12/2023,dynamic,upper body,push,0.43
8/12/2023,isometric,agility,deceleration,1.038
26/12/2023,dynamic,jump,pre-load,0.484
2/1/2024,dynamic,jump,pre-load,0.484
24/01/2024,dynamic,jump,land,0.668
3/2/2024,isometric,sprint,max velocity,
14/02/2024,isometric,upper body,grapple,
19/02/2024,isometric,agility,rotate,
24/02/2024,isometric,upper body,pull,
28/02/2024,dynamic,agility,acceleration,0.4445
2/3/2024,isometric,agility,rotate,
18/03/2024,isometric,upper body,push,0.704
20/03/2024,dynamic,upper body,push,0.4445
22/03/2024,dynamic,jump,land,0.668
26/03/2024,isometric,agility,deceleration,1.138
28/03/2024,isometric,agility,deceleration,1.138
6/4/2024,dynamic,sprint,acceleration,0.44
12/4/2024,isometric,sprint,acceleration,0.52
25/04/2024,dynamic,agility,deceleration,0.89
5/5/2024,dynamic,agility,acceleration,0.43
6/5/2024,isometric,jump,take off,
13/05/2024,dynamic,sprint,max velocity,0.625
15/05/2024,dynamic,jump,pre-load,0.483
22/05/2024,isometric,jump,take off,
26/05/2024,isometric,agility,deceleration,1.1365
27/05/2024,dynamic,agility,deceleration,0.876
13/06/2024,dynamic,jump,land,0.723
19/06/2024,dynamic,jump,take off,0.62
22/06/2024,dynamic,sprint,max velocity,0.625
25/06/2024,isometric,upper body,grapple,
27/06/2024,isometric,agility,acceleration,0.49
7/7/2024,isometric,agility,deceleration,1.135
20/07/2024,isometric,upper body,pull,
23/07/2024,dynamic,jump,land,0.675
28/07/2024,dynamic,sprint,max velocity,0.671
13/08/2024,isometric,upper body,grapple,0.384
13/08/2024,dynamic,upper body,push,0.428
14/08/2024,dynamic,sprint,max velocity,0.6795
27/08/2024,isometric,sprint,acceleration,0.7305
29/08/2024,isometric,upper body,push,0.945
3/9/2024,isometric,upper body,pull,
14/09/2024,dynamic,sprint,acceleration,0.4955
16/09/2024,dynamic,agility,acceleration,0.4955
26/09/2024,dynamic,jump,take off,0.6955
26/09/2024,dynamic,upper body,push,0.494
10/10/2024,isometric,jump,land,0.426
17/10/2024,isometric,sprint,max velocity,0.68
24/10/2024,dynamic,upper body,push,0.486
30/10/2024,isometric,sprint,max velocity,0.68
9/11/2024,isometric,jump,pre-load,0.7515
10/11/2024,isometric,agility,rotate,0.6795
11/11/2024,dynamic,upper body,pull,0.88
14/11/2024,isometric,jump,land,0.39
17/11/2024,dynamic,jump,pre-load,0.57
20/11/2024,dynamic,sprint,max velocity,0.662
23/11/2024,isometric,agility,deceleration,0.86
8/12/2024,isometric,jump,take off,0.42
13/12/2024,dynamic,jump,land,0.728
20/12/2024,isometric,sprint,max velocity,0.685
9/1/2025,dynamic,upper body,push,0.5
18/01/2025,dynamic,upper body,push,0.5
20/01/2025,dynamic,sprint,acceleration,0.5
24/01/2025,dynamic,upper body,pull,0.853
28/01/2025,dynamic,upper body,pull,0.853
1/2/2025,dynamic,jump,take off,0.6825
2/2/2025,isometric,jump,land,0.39
3/2/2025,isometric,agility,acceleration,0.79
9/2/2025,isometric,sprint,max velocity,0.728
15/02/2025,dynamic,jump,pre-load,0.5225
4/3/2025,isometric,upper body,push,0.9555
5/3/2025,isometric,upper body,pull,0.851
5/3/2025,isometric,agility,deceleration,0.96
8/7/2023,dynamic,sprint,max velocity,0.67
20/07/2023,dynamic,jump,land,0.6975
13/08/2023,isometric,agility,rotate,
18/08/2023,isometric,jump,pre-load,
22/08/2023,isometric,upper body,pull,
26/08/2023,isometric,sprint,max velocity,
3/9/2023,dynamic,upper body,push,0.3945
9/9/2023,dynamic,agility,deceleration,0.877
11/9/2023,isometric,upper body,grapple,
14/09/2023,dynamic,agility,deceleration,0.877
19/09/2023,dynamic,upper body,pull,0.871
26/09/2023,dynamic,sprint,acceleration,0.4305
28/09/2023,dynamic,upper body,push,0.4305
5/10/2023,isometric,jump,pre-load,0.52
8/10/2023,isometric,agility,acceleration,0.52
17/10/2023,isometric,sprint,acceleration,0.52
27/10/2023,isometric,agility,rotate,
31/10/2023,isometric,upper body,grapple,
31/10/2023,isometric,agility,deceleration,1.038
6/11/2023,dynamic,sprint,max velocity,0.6475
10/11/2023,isometric,upper body,push,0.67
20/11/2023,dynamic,sprint,acceleration,0.4305
24/11/2023,isometric,upper body,grapple,
1/12/2023,isometric,jump,land,
14/12/2023,dynamic,upper body,push,0.43
15/12/2023,dynamic,agility,acceleration,0.43
24/12/2023,dynamic,agility,deceleration,0.87
25/12/2023,dynamic,agility,deceleration,0.87
30/12/2023,isometric,jump,pre-load,0.52
2/1/2024,dynamic,jump,take off,0.64
28/01/2024,isometric,upper body,push,0.6385
29/01/2024,isometric,upper body,grapple,
31/01/2024,dynamic,agility,acceleration,0.4345
14/03/2024,isometric,jump,take off,
16/03/2024,dynamic,jump,take off,0.6525
19/03/2024,dynamic,upper body,pull,0.89
22/03/2024,isometric,upper body,pull,
10/4/2024,isometric,sprint,max velocity,
17/04/2024,dynamic,jump,take off,0.64
18/04/2024,dynamic,agility,deceleration,0.89
23/05/2024,isometric,upper body,grapple,
23/05/2024,isometric,upper body,push,0.704
27/05/2024,isometric,upper body,grapple,
29/05/2024,dynamic,sprint,max velocity,0.625
2/6/2024,dynamic,jump,take off,0.62
3/6/2024,isometric,agility,acceleration,0.49
4/6/2024,isometric,jump,land,
7/6/2024,dynamic,agility,acceleration,0.43
29/06/2024,dynamic,upper body,push,0.436
3/7/2024,dynamic,agility,deceleration,0.89
4/7/2024,dynamic,jump,land,0.652
12/7/2024,dynamic,jump,land,0.678
16/07/2024,isometric,upper body,pull,
17/07/2024,isometric,jump,pre-load,0.685
18/07/2024,dynamic,jump,take off,0.695
1/8/2024,dynamic,jump,land,0.652
4/8/2024,dynamic,agility,acceleration,0.428
6/8/2024,dynamic,agility,deceleration,0.852
9/8/2024,dynamic,agility,acceleration,0.428
12/8/2024,isometric,agility,acceleration,0.7305
13/08/2024,dynamic,upper body,pull,0.852
