testDate,expression,movement,quality,benchmarkPct,benchmarkPct_norm
7/4/2024,dynamic,upper body,push,0.44,47.47774480712167
22/04/2024,dynamic,upper body,pull,0.89,80.8605341246291
22/04/2024,dynamic,agility,acceleration,0.43,46.73590504451039
2/5/2024,dynamic,jump,land,0.664,64.09495548961426
10/5/2024,isometric,agility,deceleration,1.1365,99.14688427299706
13/05/2024,dynamic,agility,acceleration,0.43,46.73590504451039
21/05/2024,dynamic,upper body,push,0.43,46.73590504451039
29/05/2024,isometric,jump,pre-load,0.49,51.18694362017804
2/6/2024,isometric,upper body,push,0.704,67.06231454005935
7/6/2024,dynamic,agility,deceleration,0.876,79.8219584569733
15/06/2024,dynamic,agility,acceleration,0.43,46.73590504451039
17/06/2024,isometric,jump,pre-load,0.49,51.18694362017804
4/7/2024,dynamic,jump,take off,0.64,62.31454005934719
16/07/2024,isometric,agility,acceleration,0.685,65.65281899109793
25/07/2024,isometric,upper body,push,0.892,81.00890207715135
4/8/2024,dynamic,jump,pre-load,0.484,50.74183976261127
14/08/2024,isometric,jump,land,0.363,41.76557863501484
22/08/2024,isometric,jump,pre-load,0.7305,69.02818991097924
24/08/2024,dynamic,agility,deceleration,0.9,81.60237388724038
27/08/2024,isometric,upper body,push,0.96,86.05341246290801
1/9/2024,isometric,upper body,grapple,0.6405,62.35163204747776
19/09/2024,isometric,upper body,grapple,0.613,60.311572700296736
28/09/2024,isometric,upper body,grapple,0.627,61.35014836795253
30/09/2024,isometric,agility,acceleration,0.72,68.24925816023739
3/10/2024,dynamic,upper body,push,0.494,51.483679525222556
5/10/2024,dynamic,jump,pre-load,0.5635,56.63946587537093
14/10/2024,dynamic,jump,pre-load,0.5375,54.71068249258161
15/10/2024,isometric,agility,rotate,0.6595,63.761127596439174
19/10/2024,dynamic,upper body,pull,0.88,80.11869436201782
22/10/2024,dynamic,upper body,pull,0.88,80.11869436201782
27/10/2024,isometric,jump,take off,0.444,47.77448071216618
1/11/2024,dynamic,jump,take off,0.69,66.02373887240356
4/11/2024,dynamic,upper body,push,0.486,50.89020771513353
4/12/2024,dynamic,jump,pre-load,0.557,56.1572700296736
8/12/2024,isometric,upper body,pull,0.46,48.96142433234422
8/12/2024,isometric,agility,acceleration,0.796,73.8872403560831
18/12/2024,isometric,agility,deceleration,0.9155,82.75222551928783
20/12/2024,isometric,upper body,grapple,0.68,65.28189910979229
30/12/2024,dynamic,jump,pre-load,0.5135,52.93026706231455
8/1/2025,dynamic,upper body,push,0.5,51.92878338278932
17/01/2025,isometric,jump,take off,0.46,48.96142433234422
18/01/2025,dynamic,upper body,pull,0.853,78.11572700296736
27/01/2025,isometric,agility,rotate,0.6675,64.3545994065282
29/01/2025,isometric,jump,take off,0.4495,48.182492581602375
10/2/2025,isometric,jump,pre-load,0.79,73.44213649851633
16/02/2025,isometric,jump,land,0.397,44.287833827893174
20/02/2025,dynamic,jump,pre-load,0.4915,51.298219584569736
26/02/2025,isometric,jump,pre-load,0.79,73.44213649851633
26/02/2025,isometric,jump,take off,0.3955,44.17655786350149
26/02/2025,dynamic,upper body,pull,0.87,79.37685459940654
5/3/2025,isometric,upper body,push,0.9555,85.71958456973294
7/3/2025,dynamic,jump,land,0.735,69.36201780415432
3/8/2023,dynamic,agility,acceleration,0.39,43.76854599406529
5/8/2023,dynamic,upper body,pull,0.8525,78.0786350148368
19/08/2023,dynamic,agility,acceleration,0.3495,40.76409495548962
26/08/2023,dynamic,jump,take off,0.69,66.02373887240356
12/9/2023,isometric,agility,acceleration,0.52,53.41246290801187
6/10/2023,isometric,jump,pre-load,0.52,53.41246290801187
2/11/2023,dynamic,agility,acceleration,0.4305,46.77299703264096
5/11/2023,dynamic,jump,take off,0.64,62.31454005934719
15/11/2023,dynamic,jump,land,0.69,66.02373887240356
26/11/2023,dynamic,upper body,push,0.4305,46.77299703264096
29/11/2023,isometric,agility,deceleration,1.038,91.83976261127597
13/12/2023,dynamic,upper body,push,0.43,46.73590504451039
17/12/2023,isometric,agility,acceleration,0.52,53.41246290801187
21/12/2023,dynamic,agility,deceleration,0.87,79.37685459940654
25/12/2023,dynamic,jump,land,0.674,64.83679525222553
20/01/2024,dynamic,upper body,push,0.43,46.73590504451039
9/2/2024,dynamic,agility,acceleration,0.4345,47.06973293768547
23/02/2024,isometric,upper body,push,0.704,67.06231454005935
26/02/2024,dynamic,jump,pre-load,0.479,50.37091988130564
1/3/2024,isometric,agility,deceleration,1.148,100.0
4/3/2024,dynamic,jump,take off,0.64,62.31454005934719
31/03/2024,isometric,agility,acceleration,0.52,53.41246290801187
25/04/2024,isometric,agility,acceleration,0.52,53.41246290801187
7/5/2024,dynamic,jump,take off,0.6295,61.53560830860534
24/05/2024,isometric,agility,acceleration,0.49,51.18694362017804
4/6/2024,isometric,jump,pre-load,0.49,51.18694362017804
18/06/2024,isometric,upper body,push,0.704,67.06231454005935
3/7/2024,isometric,upper body,push,0.704,67.06231454005935
7/7/2024,isometric,jump,pre-load,0.46,48.96142433234422
8/7/2024,isometric,jump,pre-load,0.7165,67.98961424332346
26/07/2024,dynamic,jump,take off,0.7245,68.58308605341247
5/8/2024,isometric,agility,acceleration,0.7305,69.02818991097924
10/8/2024,isometric,jump,pre-load,0.7305,69.02818991097924
15/08/2024,isometric,jump,pre-load,0.7305,69.02818991097924
22/08/2024,dynamic,upper body,push,0.428,46.58753709198813
24/08/2024,dynamic,jump,take off,0.72,68.24925816023739
26/08/2024,dynamic,agility,acceleration,0.428,46.58753709198813
27/08/2024,dynamic,agility,acceleration,0.428,46.58753709198813
1/9/2024,dynamic,agility,deceleration,0.9,81.60237388724038
5/9/2024,isometric,agility,deceleration,0.94,84.56973293768546
6/9/2024,dynamic,jump,pre-load,0.505,52.299703264094966
7/9/2024,isometric,agility,acceleration,0.7275,68.80563798219586
8/9/2024,dynamic,jump,pre-load,0.505,52.299703264094966
9/9/2024,isometric,agility,acceleration,0.7275,68.80563798219586
13/09/2024,isometric,agility,deceleration,0.94,84.56973293768546
17/09/2024,isometric,upper body,push,0.936,84.27299703264096
17/09/2024,dynamic,agility,deceleration,0.9,81.60237388724038
22/09/2024,dynamic,jump,pre-load,0.5375,54.71068249258161
27/09/2024,dynamic,agility,deceleration,0.896,81.30563798219586
3/10/2024,dynamic,jump,pre-load,0.5635,56.63946587537093
3/10/2024,isometric,agility,acceleration,0.6925,66.20919881305639
13/10/2024,dynamic,agility,deceleration,0.868,79.22848664688429
15/10/2024,isometric,upper body,grapple,0.6595,63.761127596439174
17/10/2024,dynamic,agility,acceleration,0.498,51.78041543026707
20/10/2024,dynamic,agility,deceleration,0.88,80.11869436201782
1/11/2024,dynamic,agility,deceleration,0.88,80.11869436201782
13/11/2024,isometric,agility,acceleration,0.7515,70.58605341246292
26/11/2024,isometric,agility,rotate,0.6795,65.24480712166172
1/12/2024,isometric,upper body,grapple,0.6795,65.24480712166172
16/12/2024,isometric,jump,land,0.4,44.51038575667657
18/12/2024,isometric,agility,acceleration,0.796,73.8872403560831
5/1/2025,dynamic,jump,pre-load,0.497,51.706231454005945
12/1/2025,isometric,jump,land,0.46,48.96142433234422
16/01/2025,dynamic,upper body,pull,0.853,78.11572700296736
25/01/2025,dynamic,jump,take off,0.69,66.02373887240356
31/01/2025,isometric,jump,pre-load,0.79,73.44213649851633
2/2/2025,isometric,jump,pre-load,0.79,73.44213649851633
11/2/2025,dynamic,jump,land,0.735,69.36201780415432
13/02/2025,isometric,jump,pre-load,0.79,73.44213649851633
24/02/2025,isometric,upper body,pull,0.7975,73.99851632047479
28/02/2025,isometric,agility,acceleration,0.807,74.7032640949555
10/3/2025,isometric,jump,take off,0.3955,44.17655786350149
25/07/2023,dynamic,jump,pre-load,0.589,58.531157270029674
25/08/2023,dynamic,agility,deceleration,0.87,79.37685459940654
5/9/2023,dynamic,agility,deceleration,0.877,79.89614243323443
13/09/2023,dynamic,agility,deceleration,0.877,79.89614243323443
17/09/2023,isometric,agility,deceleration,1.0395,91.95103857566767
25/09/2023,dynamic,upper body,pull,0.871,79.45103857566767
26/09/2023,dynamic,upper body,push,0.4305,46.77299703264096
27/09/2023,dynamic,upper body,pull,0.871,79.45103857566767
30/09/2023,isometric,agility,deceleration,1.0395,91.95103857566767
12/10/2023,dynamic,jump,land,0.6615,63.909495548961424
31/10/2023,dynamic,agility,acceleration,0.4305,46.77299703264096
10/11/2023,dynamic,jump,land,0.69,66.02373887240356
19/11/2023,dynamic,jump,pre-load,0.5085,52.559347181008896
24/11/2023,dynamic,jump,take off,0.631,61.646884272997035
6/12/2023,dynamic,jump,pre-load,0.5185,53.30118694362018
23/12/2023,dynamic,jump,land,0.674,64.83679525222553
8/1/2024,dynamic,jump,pre-load,0.504,52.22551928783383
11/1/2024,dynamic,agility,acceleration,0.43,46.73590504451039
13/01/2024,dynamic,upper body,push,0.43,46.73590504451039
10/2/2024,isometric,jump,pre-load,0.52,53.41246290801187
25/02/2024,dynamic,agility,acceleration,0.4445,47.81157270029674
1/3/2024,isometric,upper body,push,0.704,67.06231454005935
14/04/2024,isometric,upper body,push,0.704,67.06231454005935
17/04/2024,dynamic,jump,pre-load,0.53,54.154302670623146
27/04/2024,dynamic,agility,acceleration,0.43,46.73590504451039
16/05/2024,dynamic,agility,acceleration,0.43,46.73590504451039
26/06/2024,dynamic,agility,acceleration,0.436,47.18100890207716
28/06/2024,isometric,agility,deceleration,1.1365,99.14688427299706
7/7/2024,dynamic,upper body,pull,0.89,80.8605341246291
10/7/2024,dynamic,upper body,pull,0.8955,81.26854599406529
21/07/2024,dynamic,agility,acceleration,0.488,51.038575667655785
27/07/2024,isometric,jump,land,0.381,43.10089020771514
28/07/2024,isometric,jump,land,0.381,43.10089020771514
30/07/2024,dynamic,jump,take off,0.749,70.4005934718101
5/8/2024,dynamic,agility,deceleration,0.852,78.04154302670624
14/08/2024,isometric,jump,pre-load,0.7305,69.02818991097924
17/08/2024,isometric,jump,pre-load,0.7305,69.02818991097924
27/08/2024,isometric,agility,rotate,0.6015,59.458456973293785
28/08/2024,isometric,jump,land,0.363,41.76557863501484
2/9/2024,isometric,agility,acceleration,0.731,69.06528189910979
9/10/2024,isometric,jump,pre-load,0.6925,66.20919881305639
10/10/2024,isometric,upper body,grapple,0.6595,63.761127596439174
16/10/2024,isometric,upper body,grapple,0.6595,63.761127596439174
25/10/2024,isometric,agility,rotate,0.6695,64.50296735905044
18/11/2024,isometric,agility,deceleration,0.86,78.63501483679526
25/11/2024,dynamic,jump,land,0.666,64.24332344213651
28/11/2024,isometric,jump,pre-load,0.79,73.44213649851633
5/12/2024,isometric,jump,take off,0.42,45.99406528189912
6/12/2024,dynamic,jump,take off,0.69,66.02373887240356
8/12/2024,dynamic,agility,acceleration,0.498,51.78041543026707
4/1/2025,isometric,upper body,push,0.876,79.8219584569733
24/01/2025,isometric,upper body,push,0.93,83.8278931750742
12/2/2025,dynamic,jump,pre-load,0.5225,53.597922848664695
1/3/2025,dynamic,jump,land,0.745,70.1038575667656
6/7/2023,dynamic,jump,take off,0.711,67.58160237388725
8/7/2023,isometric,agility,deceleration,1.01,89.7626112759644
17/07/2023,dynamic,upper body,push,0.33,39.31750741839763
5/8/2023,isometric,agility,deceleration,0.9525,85.49703264094957
19/08/2023,dynamic,jump,take off,0.6945,66.35756676557864
19/08/2023,dynamic,agility,deceleration,0.87,79.37685459940654
20/08/2023,dynamic,upper body,push,0.3495,40.76409495548962
26/08/2023,dynamic,upper body,pull,0.877,79.89614243323443
26/08/2023,dynamic,agility,deceleration,0.877,79.89614243323443
3/9/2023,dynamic,agility,acceleration,0.3945,44.10237388724036
10/9/2023,isometric,jump,pre-load,0.52,53.41246290801187
19/09/2023,dynamic,jump,take off,0.69,66.02373887240356
25/09/2023,isometric,agility,acceleration,0.52,53.41246290801187
7/10/2023,isometric,agility,acceleration,0.52,53.41246290801187
14/10/2023,isometric,agility,deceleration,1.038,91.83976261127597
19/10/2023,dynamic,agility,deceleration,0.871,79.45103857566767
25/10/2023,isometric,agility,acceleration,0.52,53.41246290801187
24/11/2023,dynamic,agility,deceleration,0.871,79.45103857566767
29/11/2023,dynamic,jump,pre-load,0.5185,53.30118694362018
7/12/2023,dynamic,jump,take off,0.64,62.31454005934719
30/12/2023,dynamic,upper body,push,0.426,46.43916913946588
22/01/2024,isometric,agility,acceleration,0.52,53.41246290801187
25/01/2024,isometric,jump,pre-load,0.52,53.41246290801187
6/2/2024,dynamic,jump,pre-load,0.53,54.154302670623146
17/02/2024,isometric,agility,deceleration,1.148,100.0
20/02/2024,dynamic,upper body,pull,0.89,80.8605341246291
23/02/2024,dynamic,jump,take off,0.64,62.31454005934719
21/03/2024,isometric,agility,acceleration,0.52,53.41246290801187
7/4/2024,dynamic,upper body,pull,0.89,80.8605341246291
10/4/2024,isometric,agility,acceleration,0.52,53.41246290801187
11/4/2024,isometric,agility,acceleration,0.52,53.41246290801187
13/04/2024,isometric,agility,acceleration,0.52,53.41246290801187
21/04/2024,dynamic,agility,acceleration,0.43,46.73590504451039
26/04/2024,dynamic,jump,pre-load,0.521,53.486646884273
29/04/2024,isometric,agility,acceleration,0.52,53.41246290801187
1/5/2024,dynamic,agility,acceleration,0.43,46.73590504451039
6/5/2024,isometric,agility,deceleration,1.1365,99.14688427299706
17/06/2024,isometric,upper body,push,0.704,67.06231454005935
22/06/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
22/06/2024,isometric,agility,deceleration,1.1365,99.14688427299706
23/06/2024,isometric,agility,acceleration,0.49,51.18694362017804
17/07/2024,dynamic,jump,take off,0.695,66.3946587537092
23/07/2024,isometric,agility,acceleration,0.685,65.65281899109793
26/07/2024,isometric,agility,deceleration,1.0335,91.5059347181009
29/07/2024,dynamic,jump,pre-load,0.484,50.74183976261127
13/08/2024,dynamic,jump,take off,0.723,68.47181008902078
16/08/2024,isometric,upper body,grapple,0.384,43.32344213649853
16/08/2024,dynamic,agility,acceleration,0.428,46.58753709198813
22/08/2024,dynamic,jump,land,0.652,63.20474777448073
30/09/2024,isometric,jump,take off,0.426,46.43916913946588
1/10/2024,dynamic,upper body,pull,0.896,81.30563798219586
25/10/2024,dynamic,upper body,pull,0.88,80.11869436201782
29/10/2024,isometric,agility,acceleration,0.6935,66.28338278931751
30/10/2024,isometric,agility,rotate,0.6695,64.50296735905044
10/11/2024,isometric,jump,take off,0.39,43.76854599406529
12/11/2024,dynamic,jump,pre-load,0.57,57.12166172106825
23/11/2024,dynamic,jump,land,0.666,64.24332344213651
28/11/2024,dynamic,upper body,pull,0.88,80.11869436201782
30/11/2024,dynamic,upper body,push,0.498,51.78041543026707
15/12/2024,isometric,jump,take off,0.4,44.51038575667657
15/12/2024,dynamic,agility,deceleration,0.876,79.8219584569733
16/12/2024,dynamic,jump,take off,0.69,66.02373887240356
16/12/2024,isometric,agility,deceleration,0.9155,82.75222551928783
20/12/2024,dynamic,jump,pre-load,0.5305,54.19139465875371
29/12/2024,dynamic,agility,acceleration,0.498,51.78041543026707
30/12/2024,isometric,upper body,pull,0.46,48.96142433234422
5/1/2025,isometric,agility,deceleration,0.92,83.08605341246292
11/1/2025,isometric,agility,deceleration,0.92,83.08605341246292
15/01/2025,dynamic,upper body,pull,0.853,78.11572700296736
20/01/2025,isometric,jump,take off,0.46,48.96142433234422
23/01/2025,isometric,upper body,grapple,0.6675,64.3545994065282
3/2/2025,dynamic,jump,take off,0.6825,65.46735905044511
3/2/2025,isometric,upper body,grapple,0.6445,62.648367952522264
8/2/2025,dynamic,agility,deceleration,0.87,79.37685459940654
13/02/2025,dynamic,agility,deceleration,0.87,79.37685459940654
2/7/2023,dynamic,jump,pre-load,0.5335,54.4139465875371
16/07/2023,dynamic,jump,land,0.6975,66.58011869436203
19/07/2023,dynamic,upper body,push,0.33,39.31750741839763
24/07/2023,dynamic,upper body,push,0.33,39.31750741839763
1/9/2023,dynamic,agility,deceleration,0.877,79.89614243323443
24/09/2023,dynamic,upper body,push,0.4305,46.77299703264096
26/09/2023,dynamic,agility,acceleration,0.4305,46.77299703264096
14/10/2023,dynamic,agility,acceleration,0.4305,46.77299703264096
20/10/2023,isometric,agility,acceleration,0.52,53.41246290801187
22/10/2023,isometric,upper body,push,0.67,64.54005934718103
27/10/2023,dynamic,upper body,push,0.4305,46.77299703264096
31/10/2023,dynamic,jump,land,0.6615,63.909495548961424
25/11/2023,dynamic,upper body,pull,0.871,79.45103857566767
11/12/2023,dynamic,agility,deceleration,0.87,79.37685459940654
5/1/2024,dynamic,upper body,push,0.426,46.43916913946588
21/01/2024,dynamic,upper body,push,0.43,46.73590504451039
26/01/2024,dynamic,agility,deceleration,0.879,80.04451038575668
25/02/2024,dynamic,upper body,push,0.4445,47.81157270029674
25/02/2024,dynamic,agility,deceleration,0.89,80.8605341246291
12/3/2024,isometric,agility,acceleration,0.52,53.41246290801187
29/03/2024,dynamic,jump,pre-load,0.524,53.70919881305638
27/04/2024,dynamic,upper body,pull,0.89,80.8605341246291
2/5/2024,isometric,jump,pre-load,0.52,53.41246290801187
4/5/2024,dynamic,upper body,push,0.43,46.73590504451039
18/05/2024,isometric,upper body,push,0.704,67.06231454005935
30/05/2024,dynamic,agility,acceleration,0.43,46.73590504451039
3/6/2024,dynamic,jump,land,0.664,64.09495548961426
3/7/2024,dynamic,jump,pre-load,0.482,50.59347181008902
5/7/2024,dynamic,jump,pre-load,0.482,50.59347181008902
6/7/2024,isometric,upper body,push,0.698,66.61721068249258
17/08/2024,dynamic,upper body,push,0.428,46.58753709198813
23/08/2024,isometric,upper body,grapple,0.5075,52.48516320474778
3/9/2024,isometric,upper body,grapple,0.6405,62.35163204747776
4/9/2024,dynamic,upper body,push,0.496,51.63204747774481
9/9/2024,dynamic,jump,take off,0.717,68.02670623145401
24/09/2024,dynamic,jump,pre-load,0.57,57.12166172106825
15/10/2024,dynamic,upper body,pull,0.868,79.22848664688429
18/10/2024,isometric,upper body,grapple,0.6595,63.761127596439174
27/10/2024,isometric,jump,land,0.444,47.77448071216618
27/10/2024,isometric,upper body,grapple,0.6695,64.50296735905044
10/11/2024,dynamic,agility,acceleration,0.47,49.70326409495549
11/11/2024,isometric,agility,acceleration,0.7515,70.58605341246292
17/11/2024,dynamic,agility,deceleration,0.88,80.11869436201782
26/11/2024,dynamic,agility,deceleration,0.88,80.11869436201782
4/12/2024,isometric,upper body,push,0.876,79.8219584569733
13/12/2024,isometric,upper body,grapple,0.68,65.28189910979229
17/12/2024,isometric,agility,deceleration,0.9155,82.75222551928783
28/12/2024,isometric,jump,take off,0.42,45.99406528189912
31/12/2024,isometric,agility,acceleration,0.79,73.44213649851633
3/1/2025,isometric,jump,pre-load,0.79,73.44213649851633
4/1/2025,dynamic,agility,deceleration,0.856,78.33827893175075
23/01/2025,dynamic,jump,take off,0.69,66.02373887240356
28/01/2025,isometric,upper body,pull,0.4525,48.40504451038577
11/2/2025,isometric,agility,rotate,0.6415,62.42581602373887
25/02/2025,dynamic,jump,take off,0.68,65.28189910979229
31/07/2023,dynamic,upper body,pull,0.8525,78.0786350148368
13/08/2023,dynamic,jump,take off,0.7335,69.25074183976263
2/9/2023,dynamic,jump,pre-load,0.62,60.83086053412464
23/09/2023,dynamic,agility,deceleration,0.871,79.45103857566767
1/10/2023,dynamic,agility,deceleration,0.871,79.45103857566767
7/10/2023,isometric,jump,pre-load,0.52,53.41246290801187
15/10/2023,dynamic,jump,pre-load,0.587,58.382789317507424
17/10/2023,dynamic,jump,land,0.6615,63.909495548961424
26/10/2023,isometric,agility,acceleration,0.52,53.41246290801187
2/12/2023,isometric,agility,acceleration,0.52,53.41246290801187
4/1/2024,dynamic,agility,acceleration,0.426,46.43916913946588
8/1/2024,isometric,upper body,push,0.664,64.09495548961426
18/01/2024,dynamic,agility,acceleration,0.43,46.73590504451039
1/3/2024,dynamic,upper body,push,0.4445,47.81157270029674
17/03/2024,dynamic,jump,pre-load,0.524,53.70919881305638
6/4/2024,dynamic,upper body,push,0.44,47.47774480712167
25/04/2024,dynamic,upper body,pull,0.89,80.8605341246291
23/05/2024,dynamic,upper body,push,0.43,46.73590504451039
25/05/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
25/05/2024,isometric,agility,deceleration,1.1365,99.14688427299706
29/05/2024,dynamic,jump,land,0.664,64.09495548961426
23/06/2024,dynamic,jump,take off,0.639,62.240356083086056
2/7/2024,isometric,agility,deceleration,1.135,99.03560830860535
16/07/2024,dynamic,upper body,pull,0.894,81.1572700296736
18/07/2024,isometric,jump,take off,0.3975,44.32492581602375
2/8/2024,isometric,jump,land,0.372,42.43323442136499
10/8/2024,isometric,jump,take off,0.363,41.76557863501484
14/08/2024,isometric,jump,take off,0.363,41.76557863501484
19/08/2024,isometric,upper body,grapple,0.384,43.32344213649853
27/08/2024,dynamic,jump,land,0.641,62.38872403560831
28/08/2024,dynamic,upper body,pull,0.9,81.60237388724038
6/9/2024,isometric,agility,deceleration,0.94,84.56973293768546
18/09/2024,dynamic,upper body,push,0.494,51.483679525222556
24/09/2024,isometric,upper body,push,0.936,84.27299703264096
2/10/2024,isometric,upper body,grapple,0.6625,63.983679525222556
16/10/2024,dynamic,agility,deceleration,0.868,79.22848664688429
9/11/2024,dynamic,upper body,pull,0.88,80.11869436201782
17/11/2024,dynamic,jump,take off,0.69,66.02373887240356
21/11/2024,isometric,jump,pre-load,0.799,74.10979228486649
21/11/2024,dynamic,agility,deceleration,0.88,80.11869436201782
14/12/2024,isometric,agility,deceleration,0.9155,82.75222551928783
16/12/2024,dynamic,jump,land,0.728,68.84272997032642
31/12/2024,isometric,agility,deceleration,0.9155,82.75222551928783
19/01/2025,isometric,agility,deceleration,0.955,85.68249258160239
28/01/2025,dynamic,agility,acceleration,0.5,51.92878338278932
29/01/2025,dynamic,jump,land,0.7465,70.21513353115728
5/2/2025,dynamic,agility,acceleration,0.495,51.557863501483695
6/2/2025,dynamic,agility,acceleration,0.495,51.557863501483695
7/3/2025,dynamic,jump,pre-load,0.5225,53.597922848664695
7/3/2025,isometric,upper body,push,0.9555,85.71958456973294
9/3/2025,dynamic,upper body,pull,0.88,80.11869436201782
12/3/2025,dynamic,upper body,pull,0.88,80.11869436201782
2/7/2023,dynamic,upper body,pull,0.842,77.29970326409497
18/07/2023,dynamic,upper body,pull,0.8525,78.0786350148368
19/07/2023,dynamic,jump,take off,0.74,69.73293768545994
21/07/2023,isometric,agility,deceleration,0.781,72.7744807121662
29/07/2023,dynamic,agility,deceleration,0.8525,78.0786350148368
17/08/2023,dynamic,agility,acceleration,0.3395,40.02225519287835
9/9/2023,dynamic,upper body,pull,0.877,79.89614243323443
16/09/2023,dynamic,upper body,push,0.388,43.62017804154304
1/10/2023,dynamic,upper body,push,0.4305,46.77299703264096
29/10/2023,dynamic,jump,take off,0.6955,66.43175074183976
31/10/2023,dynamic,agility,deceleration,0.871,79.45103857566767
3/11/2023,dynamic,jump,take off,0.651,63.13056379821958
15/11/2023,isometric,agility,deceleration,1.038,91.83976261127597
21/11/2023,dynamic,upper body,pull,0.871,79.45103857566767
23/11/2023,dynamic,jump,take off,0.631,61.646884272997035
16/12/2023,dynamic,agility,acceleration,0.43,46.73590504451039
17/01/2024,dynamic,jump,take off,0.625,61.20178041543027
2/2/2024,isometric,jump,pre-load,0.52,53.41246290801187
7/2/2024,dynamic,jump,land,0.668,64.39169139465876
27/02/2024,isometric,agility,acceleration,0.52,53.41246290801187
3/3/2024,dynamic,agility,acceleration,0.4445,47.81157270029674
12/3/2024,isometric,upper body,push,0.704,67.06231454005935
30/03/2024,dynamic,upper body,pull,0.89,80.8605341246291
16/04/2024,isometric,agility,acceleration,0.52,53.41246290801187
20/04/2024,dynamic,agility,deceleration,0.89,80.8605341246291
14/05/2024,isometric,agility,acceleration,0.49,51.18694362017804
22/05/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
27/05/2024,isometric,jump,pre-load,0.49,51.18694362017804
27/05/2024,isometric,agility,acceleration,0.49,51.18694362017804
1/6/2024,dynamic,agility,acceleration,0.43,46.73590504451039
12/6/2024,dynamic,upper body,push,0.43,46.73590504451039
20/06/2024,isometric,agility,deceleration,1.1365,99.14688427299706
14/07/2024,isometric,upper body,push,0.922,83.23442136498518
25/07/2024,isometric,jump,pre-load,0.685,65.65281899109793
2/8/2024,dynamic,jump,land,0.652,63.20474777448073
4/8/2024,dynamic,agility,deceleration,0.852,78.04154302670624
19/08/2024,isometric,jump,land,0.363,41.76557863501484
24/08/2024,isometric,agility,acceleration,0.7305,69.02818991097924
27/09/2024,dynamic,upper body,push,0.494,51.483679525222556
5/10/2024,dynamic,agility,acceleration,0.494,51.483679525222556
27/10/2024,dynamic,jump,land,0.666,64.24332344213651
4/11/2024,isometric,jump,land,0.39,43.76854599406529
14/11/2024,isometric,upper body,push,0.936,84.27299703264096
21/11/2024,dynamic,jump,land,0.666,64.24332344213651
23/11/2024,dynamic,upper body,push,0.47,49.70326409495549
30/11/2024,isometric,upper body,push,0.876,79.8219584569733
14/12/2024,dynamic,jump,land,0.728,68.84272997032642
17/12/2024,dynamic,upper body,pull,0.876,79.8219584569733
23/12/2024,dynamic,agility,acceleration,0.498,51.78041543026707
26/12/2024,isometric,agility,rotate,0.6705,64.57715133531158
27/12/2024,isometric,upper body,pull,0.46,48.96142433234422
30/12/2024,dynamic,jump,take off,0.6955,66.43175074183976
8/1/2025,dynamic,jump,take off,0.675,64.91097922848665
10/1/2025,dynamic,upper body,pull,0.853,78.11572700296736
22/01/2025,dynamic,jump,take off,0.67,64.54005934718103
25/01/2025,isometric,upper body,grapple,0.6675,64.3545994065282
5/2/2025,isometric,upper body,push,0.96,86.05341246290801
7/2/2025,isometric,agility,rotate,0.6415,62.42581602373887
17/02/2025,isometric,jump,take off,0.3955,44.17655786350149
17/02/2025,isometric,agility,rotate,0.6385,62.2032640949555
19/02/2025,isometric,upper body,grapple,0.6385,62.2032640949555
25/02/2025,dynamic,agility,acceleration,0.495,51.557863501483695
4/3/2025,dynamic,jump,land,0.735,69.36201780415432
4/3/2025,isometric,jump,pre-load,0.787,73.21958456973296
17/07/2023,dynamic,agility,acceleration,0.33,39.31750741839763
24/07/2023,isometric,agility,deceleration,0.781,72.7744807121662
26/07/2023,dynamic,jump,pre-load,0.589,58.531157270029674
30/07/2023,isometric,agility,deceleration,0.781,72.7744807121662
24/08/2023,dynamic,upper body,pull,0.87,79.37685459940654
27/08/2023,dynamic,agility,acceleration,0.388,43.62017804154304
10/9/2023,dynamic,jump,land,0.69,66.02373887240356
13/09/2023,dynamic,upper body,push,0.388,43.62017804154304
20/10/2023,isometric,agility,deceleration,1.038,91.83976261127597
28/11/2023,isometric,jump,pre-load,0.52,53.41246290801187
30/11/2023,dynamic,agility,deceleration,0.87,79.37685459940654
8/12/2023,dynamic,upper body,pull,0.87,79.37685459940654
19/12/2023,dynamic,jump,land,0.68,65.28189910979229
22/12/2023,dynamic,agility,deceleration,0.87,79.37685459940654
1/1/2024,dynamic,upper body,pull,0.87,79.37685459940654
31/01/2024,dynamic,jump,take off,0.625,61.20178041543027
12/2/2024,dynamic,jump,pre-load,0.507,52.44807121661722
14/02/2024,isometric,upper body,push,0.772,72.10682492581603
28/02/2024,isometric,jump,pre-load,0.52,53.41246290801187
11/3/2024,dynamic,jump,pre-load,0.5,51.92878338278932
19/03/2024,dynamic,agility,deceleration,0.89,80.8605341246291
15/04/2024,dynamic,upper body,pull,0.89,80.8605341246291
14/05/2024,dynamic,agility,acceleration,0.43,46.73590504451039
26/05/2024,dynamic,upper body,push,0.43,46.73590504451039
4/7/2024,dynamic,upper body,pull,0.89,80.8605341246291
15/07/2024,isometric,jump,pre-load,0.685,65.65281899109793
19/07/2024,dynamic,jump,take off,0.715,67.87833827893176
